name,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bug
org.eclipse.jdt.internal.core.util.CodeSnippetParsingUtil,15,1,2,13,15,0,1,0,152.0,6.0,8,0,1,1.0,5,67.0,19.0,24,10,0,8,256.0,43.0,10.6667,166.0,26.0,6.91667,90.0,18.0,3.75,230.571,14.5619,0
org.eclipse.jdt.internal.core.search.indexing.ReadWriteMonitor,12,1,10,2,28,0,1,0,52.0,8.0,8,1,0,0.0,8,21.0,15.0,27,4,0,6,329.0,85.0,12.1852,222.0,85.0,8.22222,107.0,24.0,3.96296,367.0,81.0729,0
org.eclipse.jdt.internal.core.JavaProject,94,4,52,50,4753,1,9,63,1607.0,98.0,177,2,11,0.0,76,664.0,344.0,469,31,0,12,14901.0,2162.0,31.7719,12570.0,2162.0,26.8017,2331.0,334.0,4.97015,367.0,90.5064,1
org.eclipse.jdt.internal.compiler.flow.ExceptionHandlingFlowContext,13,2,5,9,36,1,9,141,139.0,9.0,35,0,0,8.0,9,47.0,36.0,56,3,0,7,1017.0,186.0,18.1607,918.0,186.0,16.3929,99.0,37.0,1.76786,367.0,92.2651,1
org.eclipse.jdt.internal.core.search.matching.TypeReferenceLocator,22,2,1,22,91,0,3,68,343.0,14.0,33,1,0,0.0,3,107.0,117.0,84,7,0,9,1376.0,249.0,16.381,989.0,200.0,11.7738,387.0,237.0,4.60714,248.571,63.8602,1
org.eclipse.jdt.internal.core.JavaModelStatus,15,2,4,11,91,0,6,45,286.0,14.0,4,0,0,0.0,12,120.0,89.0,55,11,0,6,2135.0,325.0,38.8182,1973.0,325.0,35.8727,162.0,84.0,2.94545,367.0,56.5857,0
org.eclipse.jdt.core.dom.CatchClause,5,2,1,4,91,0,5,95,107.0,14.0,68,3,0,0.0,5,53.0,27.0,39,14,0,7,487.0,173.0,12.4872,297.0,173.0,7.61538,190.0,74.0,4.87179,333.143,72.7413,0
org.eclipse.jdt.internal.compiler.ast.JavadocArraySingleTypeReference,3,7,1,2,6,0,0,387,14.0,4.0,101,0,0,0.0,2,12.0,4.0,16,3,0,5,50.0,9.0,3.125,21.0,4.0,1.3125,29.0,8.0,1.8125,239.143,32.7971,0
org.eclipse.jdt.internal.core.CreateMethodOperation,12,4,2,10,28,0,1,28,64.0,8.0,91,0,1,0.0,2,38.0,17.0,40,6,0,7,385.0,115.0,9.625,339.0,115.0,8.475,46.0,24.0,1.15,367.0,93.5184,0
org.eclipse.jdt.internal.core.Buffer,6,1,1,5,231,1,11,0,275.0,22.0,25,0,0,0.0,18,83.0,62.0,73,8,0,7,1847.0,572.0,25.3014,2129.0,651.0,29.1644,-282.0,19.0,-3.86301,367.0,45.9869,0
org.eclipse.jdt.internal.core.search.matching.TypeParameterLocator,5,2,1,5,21,0,1,68,57.0,7.0,33,0,0,0.0,4,16.0,27.0,2,1,0,2,5.0,5.0,2.5,5.0,5.0,2.5,0.0,0.0,0.0,177.143,4.28571,1
org.eclipse.jdt.internal.compiler.batch.ClasspathLocation,4,1,2,2,1,2,6,12,15.0,2.0,16,0,0,4.0,0,7.0,4.0,14,5,0,4,62.0,14.0,4.42857,28.0,5.0,2.0,34.0,13.0,2.42857,159.857,46.9885,0
org.eclipse.jdt.internal.core.MemberValuePair,3,1,0,3,10,0,3,14,26.0,5.0,11,0,0,3.0,5,8.0,13.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8571,0,0
org.eclipse.jdt.core.dom.ConstructorInvocation,4,3,1,4,78,0,6,95,76.0,13.0,73,4,0,0.0,4,39.0,23.0,35,8,0,7,514.0,124.0,14.6857,235.0,124.0,6.71429,279.0,76.0,7.97143,333.143,85.9722,0
org.eclipse.jdt.internal.formatter.comment.CommentRegion,12,1,6,7,351,1,12,19,269.0,27.0,0,8,3,0.0,2,106.0,54.0,7,6,0,1,29.0,20.0,4.14286,47.0,36.0,6.71429,-18.0,1.0,-2.57143,168.857,58.7685,0
org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToIntArray,3,1,1,2,45,0,4,0,117.0,10.0,16,0,1,4.0,9,24.0,30.0,3,1,0,3,21.0,20.0,7.0,13.0,12.0,4.33333,8.0,8.0,2.66667,122.857,4.41497,0
org.eclipse.jdt.internal.core.search.indexing.RemoveFolderFromIndex,5,2,1,5,3,0,4,8,49.0,3.0,19,0,0,4.0,3,17.0,15.0,41,5,0,8,172.0,20.0,4.19512,155.0,32.0,3.78049,17.0,8.0,0.414634,326.857,87.7741,0
org.eclipse.jdt.internal.codeassist.SelectionEngine,49,2,3,46,120,0,22,13,1189.0,16.0,19,11,10,11.0,6,265.0,229.0,176,15,0,10,4315.0,737.0,24.517,3181.0,737.0,18.0739,1134.0,101.0,6.44318,367.0,115.47,1
org.eclipse.jdt.internal.compiler.lookup.ImportBinding,8,2,5,3,10,1,4,28,21.0,5.0,16,0,0,4.0,5,12.0,7.0,32,5,0,7,133.0,45.0,4.15625,129.0,45.0,4.03125,4.0,6.0,0.125,367.0,58.1525,0
org.eclipse.jdt.core.compiler.BuildContext,3,2,1,2,28,0,0,6,56.0,8.0,11,0,0,0.0,8,17.0,20.0,6,1,0,3,28.0,21.0,4.66667,9.0,4.0,1.5,19.0,17.0,3.16667,122.143,16.6276,0
org.eclipse.jdt.internal.core.search.matching.PackageDeclarationLocator,2,2,1,1,3,0,1,68,11.0,3.0,33,0,0,0.0,2,4.0,3.0,7,4,0,4,9.0,4.0,1.28571,9.0,4.0,1.28571,0.0,0.0,0.0,248.571,67.7302,0
org.eclipse.jdt.internal.compiler.codegen.ExceptionLabel,10,2,4,7,10,0,3,3,58.0,5.0,10,0,0,3.0,5,28.0,15.0,25,4,0,5,234.0,57.0,9.36,150.0,36.0,6.0,84.0,35.0,3.36,367.0,159.93,1
org.eclipse.jdt.internal.eval.CodeSnippetFieldReference,15,6,1,14,21,0,2,423,336.0,7.0,107,0,0,2.0,7,132.0,75.0,56,6,0,9,1101.0,362.0,19.6607,1125.0,362.0,20.0893,-24.0,20.0,-0.428571,367.0,74.7192,0
org.eclipse.jdt.internal.compiler.lookup.ElementValuePair,5,1,4,1,21,0,3,0,28.0,7.0,8,0,0,3.0,5,12.0,7.0,9,6,0,4,24.0,7.0,2.66667,7.0,2.0,0.777778,17.0,7.0,1.88889,127.0,71.7738,0
org.eclipse.jdt.internal.core.JarPackageFragmentInfo,1,4,1,0,1,0,0,4,3.0,2.0,21,0,0,0.0,0,2.0,1.0,20,4,0,5,99.0,44.0,4.95,142.0,44.0,7.1,-43.0,2.0,-2.15,367.0,60.1457,0
org.eclipse.jdt.internal.core.CancelableNameEnvironment,2,2,0,2,10,0,1,54,23.0,5.0,19,0,1,1.0,4,16.0,8.0,10,3,0,4,21.0,5.0,2.1,18.0,5.0,1.8,3.0,3.0,0.3,191.571,37.898,1
org.eclipse.jdt.internal.compiler.parser.RecoveredElement,17,1,14,3,300,6,4,0,172.0,25.0,8,0,0,3.0,23,43.0,54.0,43,4,0,7,771.0,322.0,17.9302,802.0,328.0,18.6512,-31.0,21.0,-0.72093,367.0,56.2944,0
org.eclipse.jdt.internal.core.UserLibraryClasspathContainer,4,1,2,3,21,0,1,3,35.0,7.0,12,1,2,0.0,5,17.0,13.0,12,5,0,4,61.0,17.0,5.08333,33.0,7.0,2.75,28.0,10.0,2.33333,217.0,113.841,0
org.eclipse.jdt.internal.compiler.problem.DefaultProblemFactory,15,1,7,8,28,3,6,0,126.0,8.0,11,5,1,1.0,7,56.0,22.0,62,12,0,6,797.0,160.0,12.8548,671.0,160.0,10.8226,126.0,31.0,2.03226,367.0,94.6232,0
org.eclipse.jdt.core.search.TypeReferenceMatch,4,4,2,2,6,0,1,3,16.0,4.0,38,1,0,0.0,4,7.0,6.0,31,4,0,6,352.0,77.0,11.3548,146.0,64.0,4.70968,206.0,53.0,6.64516,227.571,84.1364,1
org.eclipse.jdt.internal.compiler.ast.JavadocMessageSend,12,5,2,10,15,1,3,397,174.0,6.0,94,0,1,3.0,5,74.0,53.0,49,8,0,10,322.0,37.0,6.57143,242.0,42.0,4.93878,80.0,30.0,1.63265,239.143,56.287,0
org.eclipse.jdt.internal.compiler.lookup.BaseTypeBinding,10,3,9,1,91,0,2,40,163.0,14.0,71,1,0,1.0,13,17.0,55.0,35,4,0,7,613.0,171.0,17.5143,566.0,164.0,16.1714,47.0,28.0,1.34286,367.0,87.2589,0
org.eclipse.jdt.core.dom.WildcardType,7,3,5,3,105,0,5,95,80.0,15.0,76,3,0,0.0,5,43.0,21.0,29,6,0,6,653.0,170.0,22.5172,87.0,16.0,3.0,566.0,170.0,19.5172,237.714,11.3424,0
org.eclipse.jdt.internal.core.util.RuntimeInvisibleParameterAnnotationsAttribute,3,3,1,2,3,0,3,1,22.0,3.0,31,3,0,0.0,3,6.0,5.0,6,3,0,3,142.0,68.0,23.6667,6.0,4.0,1.0,136.0,68.0,22.6667,222.857,10.6881,0
org.eclipse.jdt.internal.core.UserLibraryClasspathContainerInitializer,8,2,0,8,28,0,0,2,52.0,8.0,18,0,3,0.0,5,34.0,19.0,15,6,0,4,133.0,34.0,8.86667,101.0,39.0,6.73333,32.0,20.0,2.13333,217.0,158.364,0
org.eclipse.jdt.core.dom.AST,108,1,49,93,7381,0,17,0,804.0,122.0,8,10,0,3.0,96,347.0,182.0,210,49,0,11,9587.0,1441.0,45.6524,7432.0,1441.0,35.3905,2155.0,359.0,10.2619,333.143,95.3919,0
org.eclipse.jdt.internal.codeassist.UnresolvedReferenceNameFinder,11,2,1,10,153,0,12,0,321.0,18.0,11,12,14,0.0,4,66.0,86.0,11,2,0,3,416.0,224.0,37.8182,166.0,99.0,15.0909,250.0,180.0,22.7273,86.7143,10.285,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnAnnotationOfType,2,4,1,1,1,0,2,421,10.0,2.0,68,0,0,2.0,2,3.0,2.0,5,1,0,2,14.0,6.0,2.8,9.0,5.0,1.8,5.0,6.0,1.0,183.571,67.2551,0
org.eclipse.jdt.internal.core.util.HashSetOfCharArrayArray,6,1,1,5,36,0,3,0,118.0,9.0,16,0,2,3.0,7,31.0,33.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714,0,0
org.eclipse.jdt.internal.compiler.ast.LongLiteral,6,6,0,6,21,1,1,385,128.0,7.0,79,0,0,0.0,7,20.0,47.0,34,8,0,6,426.0,140.0,12.5294,418.0,157.0,12.2941,8.0,22.0,0.235294,367.0,95.1472,0
org.eclipse.jdt.internal.compiler.util.HashtableOfType,4,1,2,2,21,0,4,0,79.0,7.0,8,0,1,4.0,6,17.0,26.0,31,4,0,7,242.0,95.0,7.80645,239.0,95.0,7.70968,3.0,9.0,0.0967742,367.0,53.6429,0
org.eclipse.jdt.internal.compiler.ast.ClassLiteralAccess,10,4,1,9,15,1,3,384,72.0,6.0,69,0,0,3.0,6,37.0,18.0,73,15,0,8,490.0,95.0,6.71233,446.0,95.0,6.10959,44.0,19.0,0.60274,367.0,97.614,0
org.eclipse.jdt.core.dom.NumberLiteral,5,3,1,4,78,0,3,95,97.0,13.0,73,2,0,0.0,3,42.0,20.0,45,10,0,8,411.0,146.0,9.13333,230.0,146.0,5.11111,181.0,61.0,4.02222,333.143,65.2517,0
org.eclipse.jdt.internal.core.util.CharArrayBuffer,11,1,9,2,6,0,5,0,35.0,4.0,8,0,0,0.0,4,10.0,10.0,22,4,0,5,407.0,195.0,18.5,414.0,195.0,18.8182,-7.0,21.0,-0.318182,367.0,40.1183,0
org.eclipse.jdt.internal.formatter.OptimizedReplaceEdit,1,1,1,0,1,0,3,0,8.0,2.0,8,0,0,3.0,2,2.0,2.0,6,2,0,3,12.0,7.0,2.0,12.0,7.0,2.0,0.0,0.0,0.0,246.714,64.8452,0
org.eclipse.jdt.internal.core.JavaCorePreferenceModifyListener,2,1,0,2,3,0,2,0,29.0,3.0,0,0,0,2.0,1,15.0,8.0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.429,0,0
org.eclipse.jdt.internal.core.search.matching.FieldPattern,5,5,2,3,36,1,7,67,63.0,9.0,47,0,0,0.0,7,30.0,29.0,41,1,0,6,324.0,37.0,7.90244,695.0,254.0,16.9512,-371.0,28.0,-9.04878,258.143,47.142,1
org.eclipse.jdt.internal.core.builder.NameSet,2,1,1,1,6,0,3,0,41.0,4.0,8,0,1,3.0,3,10.0,13.0,10,3,0,5,148.0,64.0,14.8,16.0,4.0,1.6,132.0,64.0,13.2,240.857,6.00676,0
org.eclipse.jdt.internal.core.ExternalJavaProject,5,5,1,4,15,0,1,70,29.0,6.0,264,0,0,0.0,5,14.0,8.0,6,0,0,2,12.0,5.0,2.0,4.0,1.0,0.666667,8.0,5.0,1.33333,125.0,50.0357,0
org.eclipse.jdt.core.search.SearchEngine,15,1,7,8,78,0,1,0,54.0,13.0,8,1,0,0.0,13,37.0,14.0,183,14,0,10,6101.0,979.0,33.3388,5117.0,928.0,27.9617,984.0,171.0,5.37705,367.0,118.906,0
org.eclipse.jdt.internal.compiler.ConfigurableOption,4,1,0,4,55,0,9,0,117.0,11.0,8,8,0,0.0,11,34.0,18.0,41,6,0,5,4660.0,487.0,113.659,4669.0,508.0,113.878,-9.0,296.0,-0.219512,367.0,16.8509,0
org.eclipse.jdt.internal.compiler.lookup.SyntheticFieldBinding,1,4,1,0,0,0,1,35,5.0,1.0,47,0,0,1.0,1,1.0,1.0,17,4,0,6,58.0,21.0,3.41176,54.0,21.0,3.17647,4.0,6.0,0.235294,367.0,98.3818,0
org.eclipse.jdt.internal.compiler.impl.BooleanConstant,7,2,7,0,15,0,3,152,19.0,6.0,41,3,1,0.0,5,7.0,7.0,41,9,0,6,190.0,38.0,4.63415,207.0,38.0,5.04878,-17.0,4.0,-0.414634,367.0,103.091,0
org.eclipse.jdt.internal.core.util.HashtableOfArrayToObject,12,1,8,4,55,0,4,0,144.0,11.0,16,0,2,4.0,9,37.0,41.0,6,2,0,4,48.0,25.0,8.0,22.0,15.0,3.66667,26.0,16.0,4.33333,205.857,51.9851,0
org.eclipse.jdt.internal.core.InitializerElementInfo,1,4,1,0,0,0,0,7,0.0,1.0,25,0,0,0.0,1,1.0,0.0,16,4,0,4,42.0,17.0,2.625,38.0,17.0,2.375,4.0,4.0,0.25,367.0,85.6224,0
org.eclipse.jdt.core.dom.CastExpression,4,3,1,4,91,0,5,95,106.0,14.0,73,3,0,0.0,5,51.0,27.0,36,13,0,7,474.0,172.0,13.1667,288.0,172.0,8.0,186.0,72.0,5.16667,333.143,72.5286,0
org.eclipse.jdt.internal.core.ModelUpdater,10,1,1,9,28,0,1,0,157.0,8.0,8,0,0,1.0,1,57.0,33.0,24,5,0,7,65.0,11.0,2.70833,65.0,8.0,2.70833,0.0,6.0,0.0,321.143,89.8725,0
org.eclipse.jdt.internal.core.util.ConstantPoolEntry,1,1,1,0,946,0,20,0,169.0,44.0,28,20,0,0.0,44,45.0,44.0,10,3,0,3,51.0,22.0,5.1,29.0,9.0,2.9,22.0,22.0,2.2,322.714,97.6667,0
org.eclipse.jdt.core.dom.AnnotationBinding,24,2,1,23,120,0,4,6,190.0,16.0,24,3,1,0.0,14,100.0,63.0,10,5,0,4,124.0,76.0,12.4,34.0,18.0,3.4,90.0,58.0,9.0,122.714,90.1463,1
org.eclipse.jdt.internal.core.ResolvedBinaryMethod,3,8,3,1,10,0,1,73,23.0,5.0,267,1,0,0.0,4,8.0,6.0,6,2,0,3,27.0,7.0,4.5,16.0,5.0,2.66667,11.0,7.0,1.83333,175.0,25.328,0
org.eclipse.jdt.internal.core.search.matching.PossibleMatchSet,8,1,1,7,6,0,2,0,37.0,4.0,8,2,0,0.0,4,20.0,9.0,11,4,0,5,23.0,9.0,2.09091,16.0,4.0,1.45455,7.0,7.0,0.636364,248.143,154.36,0
org.eclipse.jdt.internal.codeassist.impl.AssistSourceType,10,8,5,8,66,0,4,69,59.0,12.0,304,4,0,0.0,11,31.0,16.0,3,0,0,2,13.0,12.0,4.33333,2.0,1.0,0.666667,11.0,11.0,3.66667,14.7143,8.92308,0
org.eclipse.jdt.internal.compiler.ast.JavadocArrayQualifiedTypeReference,3,7,1,2,6,0,2,387,13.0,4.0,101,0,0,2.0,2,12.0,4.0,16,3,0,5,50.0,9.0,3.125,21.0,4.0,1.3125,29.0,8.0,1.8125,239.143,32.7971,0
org.eclipse.jdt.internal.compiler.ast.TypeParameter,10,4,4,6,28,0,2,396,60.0,8.0,57,0,1,2.0,7,27.0,23.0,19,3,0,5,260.0,79.0,13.6842,44.0,9.0,2.31579,216.0,79.0,11.3684,240.857,35.0055,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMarkerAnnotationName,5,6,1,4,1,0,0,388,15.0,2.0,81,0,0,0.0,2,9.0,4.0,6,3,0,3,28.0,11.0,4.66667,6.0,4.0,1.0,22.0,11.0,3.66667,183.571,23.3571,0
org.eclipse.jdt.internal.compiler.parser.RecoveredImport,3,2,1,2,21,0,1,4,26.0,7.0,33,0,0,1.0,7,10.0,8.0,29,5,0,5,139.0,57.0,4.7931,140.0,57.0,4.82759,-1.0,7.0,-0.0344828,367.0,49.4584,0
org.eclipse.jdt.internal.core.builder.BuildNotifier,12,1,6,6,105,0,15,0,189.0,15.0,8,0,0,4.0,13,81.0,66.0,37,4,0,7,487.0,240.0,13.1622,445.0,240.0,12.027,42.0,43.0,1.13514,329.0,46.494,0
org.eclipse.jdt.internal.formatter.comment.CommentFormatterUtil,3,1,2,1,6,0,0,0,55.0,4.0,8,0,1,0.0,3,21.0,12.0,4,4,0,1,3.0,1.0,0.75,3.0,1.0,0.75,0.0,0.0,0.0,168.857,55.3809,0
org.eclipse.jdt.internal.compiler.flow.NullInfoRegistry,7,3,4,3,28,0,0,20,312.0,8.0,84,0,0,0.0,8,18.0,75.0,6,1,0,2,233.0,219.0,38.8333,261.0,248.0,43.5,-28.0,1.0,-4.66667,117.857,6.16432,0
org.eclipse.jdt.internal.compiler.ast.Reference,12,4,10,2,28,4,0,384,42.0,8.0,69,0,0,0.0,8,18.0,13.0,37,4,0,6,315.0,76.0,8.51351,362.0,92.0,9.78378,-47.0,11.0,-1.27027,367.0,60.6934,1
org.eclipse.jdt.internal.core.CreateTypeMemberOperation,20,3,4,16,45,4,3,25,126.0,10.0,82,0,1,0.0,2,83.0,27.0,50,8,0,9,533.0,143.0,10.66,453.0,143.0,9.06,80.0,56.0,1.6,367.0,98.5864,1
org.eclipse.jdt.internal.core.util.RuntimeVisibleAnnotationsAttribute,5,3,3,2,3,0,3,1,22.0,3.0,31,3,0,0.0,3,6.0,5.0,7,4,0,3,144.0,68.0,20.5714,8.0,4.0,1.14286,136.0,68.0,19.4286,222.857,10.5605,0
org.eclipse.jdt.internal.core.util.WeakHashSet,3,1,1,2,45,0,4,0,143.0,10.0,8,0,3,4.0,7,39.0,37.0,7,1,0,5,431.0,206.0,61.5714,9.0,6.0,1.28571,422.0,206.0,60.2857,142.571,1.4183,0
org.eclipse.jdt.core.JavaConventions,19,1,11,8,91,0,3,0,219.0,14.0,8,3,2,0.0,12,109.0,69.0,141,19,0,10,4684.0,670.0,33.2199,4720.0,670.0,33.4752,-36.0,219.0,-0.255319,367.0,84.7565,1
org.eclipse.jdt.internal.compiler.impl.StringConstant,5,2,5,0,10,0,1,152,27.0,5.0,41,1,1,0.0,4,6.0,5.0,30,4,0,4,148.0,48.0,4.93333,146.0,48.0,4.86667,2.0,5.0,0.0666667,367.0,52.1207,0
org.eclipse.jdt.internal.compiler.lookup.Binding,91,1,91,0,28,6,28,0,18.0,8.0,8,0,0,0.0,8,10.0,6.0,42,5,0,9,255.0,41.0,6.07143,177.0,41.0,4.21429,78.0,10.0,1.85714,367.0,128.515,0
org.eclipse.jdt.core.dom.DoStatement,6,3,1,5,91,0,5,95,106.0,14.0,73,3,0,0.0,5,53.0,27.0,42,13,0,7,501.0,172.0,11.9286,295.0,172.0,7.02381,206.0,74.0,4.90476,333.143,72.5395,0
org.eclipse.jdt.internal.compiler.util.GenericXMLWriter,9,1,4,5,36,1,3,0,99.0,9.0,38,3,4,0.0,5,44.0,25.0,5,2,0,2,52.0,29.0,10.4,28.0,23.0,5.6,24.0,10.0,4.8,103.857,15.8049,0
org.eclipse.jdt.internal.core.Region,8,1,5,3,28,1,1,0,89.0,8.0,12,0,1,0.0,6,43.0,22.0,32,4,0,6,379.0,151.0,11.8438,385.0,151.0,12.0313,-6.0,17.0,-0.1875,367.0,63.5756,0
org.eclipse.jdt.internal.codeassist.impl.AssistCompilationUnit,6,5,1,5,15,0,2,71,21.0,6.0,279,2,0,0.0,6,14.0,6.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
org.eclipse.jdt.internal.core.BatchOperation,1,2,1,0,6,0,1,18,28.0,4.0,62,0,0,0.0,1,8.0,7.0,14,4,0,6,35.0,10.0,2.5,15.0,4.0,1.07143,20.0,10.0,1.42857,300.0,78.1429,0
org.eclipse.jdt.internal.core.JarPackageFragmentRoot,22,5,4,19,210,0,2,62,185.0,21.0,202,1,1,0.0,13,86.0,47.0,86,10,0,7,1544.0,671.0,17.9535,1920.0,671.0,22.3256,-376.0,28.0,-4.37209,367.0,85.1222,0
org.eclipse.jdt.internal.codeassist.CompletionEngine,75,2,4,71,8515,0,86,295,7341.0,131.0,19,25,111,50.0,9,2390.0,1680.0,413,18,0,11,36511.0,2702.0,88.4044,25887.0,2702.0,62.6804,10624.0,868.0,25.724,367.0,119.439,1
org.eclipse.jdt.internal.compiler.ast.TryStatement,26,4,3,23,78,0,28,381,784.0,13.0,46,11,1,17.0,12,256.0,134.0,139,18,0,7,4053.0,618.0,29.1583,3545.0,558.0,25.5036,508.0,92.0,3.65468,367.0,129.03,1
org.eclipse.jdt.internal.compiler.lookup.ParameterizedGenericMethodBinding,13,4,2,13,66,0,7,38,412.0,12.0,80,2,3,5.0,9,81.0,105.0,90,4,0,8,1635.0,276.0,18.1667,836.0,153.0,9.28889,799.0,204.0,8.87778,217.857,46.7696,0
org.eclipse.jdt.core.dom.Javadoc,18,3,12,6,91,0,7,95,108.0,14.0,75,5,0,0.0,4,49.0,26.0,51,11,0,7,687.0,119.0,13.4706,309.0,119.0,6.05882,378.0,104.0,7.41176,333.143,87.2758,0
org.eclipse.jdt.internal.core.ElementCache,5,3,1,4,10,1,1,10,36.0,5.0,59,0,0,1.0,1,12.0,8.0,22,4,0,5,203.0,66.0,9.22727,173.0,66.0,7.86364,30.0,32.0,1.36364,367.0,103.087,0
org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding,102,3,96,12,2926,8,11,41,840.0,77.0,72,3,1,8.0,69,290.0,308.0,181,11,0,10,3670.0,599.0,20.2762,2841.0,599.0,15.6961,829.0,180.0,4.58011,367.0,146.225,1
org.eclipse.jdt.core.dom.InfixExpression,5,3,1,4,190,0,9,95,158.0,20.0,73,5,0,0.0,9,74.0,42.0,42,15,0,7,855.0,407.0,20.3571,606.0,407.0,14.4286,249.0,116.0,5.92857,333.143,61.1658,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocAllocationExpression,2,6,1,1,28,0,2,405,56.0,8.0,100,0,0,2.0,8,26.0,18.0,6,0,0,2,26.0,15.0,4.33333,2.0,1.0,0.333333,24.0,14.0,4.0,140.143,5.91758,0
org.eclipse.jdt.internal.compiler.util.HashtableOfInt,3,1,2,1,21,0,4,0,71.0,7.0,8,0,1,4.0,6,11.0,22.0,28,3,0,7,253.0,92.0,9.03571,253.0,92.0,9.03571,0.0,9.0,0.0,367.0,44.2716,0
org.eclipse.jdt.internal.compiler.env.ClassSignature,5,1,4,1,3,0,1,0,12.0,3.0,8,0,0,1.0,3,7.0,3.0,2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,69.2857,0
org.eclipse.jdt.internal.formatter.CodeFormatterVisitor,18,2,1,17,780,0,9,0,1248.0,40.0,11,5,35,3.0,5,405.0,316.0,252,142,0,8,7409.0,1496.0,29.4008,5091.0,428.0,20.2024,2318.0,1296.0,9.19841,261.571,48.5992,1
org.eclipse.jdt.internal.core.util.ParameterAnnotation,4,2,2,2,6,0,4,0,25.0,4.0,21,4,0,0.0,3,7.0,6.0,9,5,0,4,153.0,72.0,17.0,9.0,4.0,1.0,144.0,72.0,16.0,222.857,11.4613,0
org.eclipse.jdt.internal.compiler.ast.LabeledStatement,11,3,0,11,21,0,5,380,92.0,7.0,38,0,0,5.0,7,34.0,20.0,58,9,0,7,549.0,125.0,9.46552,519.0,125.0,8.94828,30.0,29.0,0.517241,367.0,88.0458,0
org.eclipse.jdt.core.dom.NormalAnnotation,4,4,1,3,78,0,4,96,67.0,13.0,88,2,0,0.0,2,41.0,18.0,23,4,0,5,464.0,123.0,20.1739,52.0,12.0,2.26087,412.0,123.0,17.913,226.0,3.29433,0
org.eclipse.jdt.core.dom.BlockComment,4,3,2,2,36,0,1,95,31.0,9.0,75,1,0,0.0,1,19.0,9.0,21,7,0,5,103.0,37.0,4.90476,24.0,4.0,1.14286,79.0,37.0,3.7619,229.714,16.3523,0
org.eclipse.jdt.internal.core.util.SimpleWordSet,2,1,1,1,6,0,3,0,43.0,4.0,8,0,1,3.0,3,11.0,14.0,9,3,0,5,19.0,5.0,2.11111,15.0,5.0,1.66667,4.0,2.0,0.444444,233.0,33.4662,0
org.eclipse.jdt.internal.compiler.ast.AnnotationMethodDeclaration,14,4,1,13,28,0,2,410,128.0,8.0,66,0,0,2.0,8,54.0,33.0,21,3,1,5,130.0,52.0,6.19048,55.0,21.0,2.61905,75.0,52.0,3.57143,187.0,8.06264,0
org.eclipse.jdt.core.search.ReferenceMatch,2,2,1,1,3,1,0,2,10.0,3.0,33,0,0,0.0,2,5.0,3.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2857,0,1
org.eclipse.jdt.internal.codeassist.impl.AssistSourceField,4,8,2,3,21,0,4,69,41.0,7.0,234,4,0,0.0,6,17.0,10.0,2,0,0,1,12.0,12.0,6.0,1.0,1.0,0.5,11.0,11.0,5.5,14.7143,9.57143,0
org.eclipse.jdt.core.dom.DefaultASTVisitor,0,2,0,0,10,2,0,0,15.0,5.0,13,0,0,0.0,3,7.0,5.0,9,2,0,5,373.0,341.0,41.4444,265.0,259.0,29.4444,108.0,82.0,12.0,224.143,159.199,0
org.eclipse.jdt.internal.core.JavaElementDeltaBuilder,16,1,3,14,210,0,9,0,354.0,21.0,8,0,18,9.0,3,163.0,112.0,48,6,0,7,1148.0,464.0,23.9167,1122.0,464.0,23.375,26.0,49.0,0.541667,367.0,82.3712,0
org.eclipse.jdt.internal.core.ClassFileWorkingCopy,11,5,1,11,36,0,1,71,68.0,9.0,279,0,0,1.0,7,41.0,18.0,65,5,0,8,646.0,64.0,9.93846,1489.0,625.0,22.9077,-843.0,34.0,-12.9692,328.143,96.705,0
